CVE,target_repo,target_tag,TOOL,TP/FP
CVE-2023-28857,apereo@@cas,v7.0.1,MVP,FP
CVE-2023-28857,apereo@@cas,v7.0.0-RC3,"VUDDY, MVP",FP
CVE-2023-28857,apereo@@cas,v6.3.7,"VUDDY, MVP",FP
CVE-2023-28857,apereo@@cas,v7.0.0-RC3,MVP,FP
CVE-2023-28857,apereo@@cas,v6.1.4,MVP,FP
CVE-2023-28857,apereo@@cas,v6.5.9,"MVP, AntMan",TP
CVE-2023-28857,apereo@@cas,v6.3.0-RC2,VUDDY,FP
CVE-2023-28857,apereo@@cas,v6.4.0-RC2,MVP,FP
CVE-2023-28857,apereo@@cas,v6.4.0-RC2,"VUDDY, MVP",FP
CVE-2023-28857,apereo@@cas,v6.2.6,VUDDY,FP
CVE-2023-28857,apereo@@cas,v6.2.6,MVP,FP
CVE-2023-28857,apereo@@cas,v6.5.4,"VUDDY, MVP, AntMan",TP
CVE-2023-28857,apereo@@cas,v6.4.5,"VUDDY, MVP",FP
CVE-2023-29055,apache@@kylin,kylin-4.0.2,AntMan,TP
CVE-2023-29055,apache@@kylin,kylin-3.1.3,AntMan,TP
CVE-2023-29055,apache@@kylin,kylin-4.0.3,"MVP, AntMan",TP
CVE-2023-29055,apache@@kylin,kylin-4.0.0-beta,AntMan,TP
CVE-2023-29055,apache@@kylin,kylin-5.0.0,MVP,FP
CVE-2023-29055,apache@@kylin,kylin-3.0.1,AntMan,TP
CVE-2023-29055,apache@@kylin,kylin-3.1.1,AntMan,TP
CVE-2023-29055,apache@@kylin,kylin-4.0.0,"MVP, AntMan",TP
CVE-2023-29055,apache@@kylin,kylin-3.1.0,AntMan,TP
CVE-2023-29215,apache@@linkis,0.9.3,AntMan,TP
CVE-2023-29215,apache@@linkis,1.3.2,AntMan,FP
CVE-2023-29215,apache@@linkis,release-1.1.0-rc1,AntMan,FP
CVE-2023-29215,apache@@linkis,0.9.4,AntMan,TP
CVE-2023-29215,apache@@linkis,1.0.1,AntMan,TP
CVE-2023-29215,apache@@linkis,0.11.0,AntMan,TP
CVE-2023-29215,apache@@linkis,1.3.0-rc1,"VUDDY, MVP",TP
CVE-2023-29216,apache@@linkis,0.9.4,AntMan,TP
CVE-2023-29216,apache@@linkis,0.11.0,AntMan,TP
CVE-2023-29216,apache@@linkis,0.9.3,"MVP, AntMan",TP
CVE-2023-29216,apache@@linkis,1.0.1,MVP,TP
CVE-2023-30601,apache@@cassandra,cassandra-4.0.13,AntMan,FP
CVE-2023-30601,apache@@cassandra,cassandra-4.0.0,"MVP, AntMan",TP
CVE-2023-30601,apache@@cassandra,cassandra-4.0.8,AntMan,TP
CVE-2023-30601,apache@@cassandra,cassandra-3.0.28,MVP,FP
CVE-2023-30601,apache@@cassandra,cassandra-3.0.26,MVP,FP
CVE-2023-30601,apache@@cassandra,cassandra-4.0.10,MVP,FP
CVE-2023-30601,apache@@cassandra,cassandra-4.0.5,MVP,TP
CVE-2023-30601,apache@@cassandra,cassandra-4.0.12,MVP,FP
CVE-2023-31141,opensearch-project@@OpenSearch,2.0.0-rc1,MVP,FP
CVE-2023-31141,opensearch-project@@OpenSearch,1.1.0,"MVP, AntMan",TP
CVE-2023-31141,opensearch-project@@OpenSearch,2.2.0,"MVP, AntMan",TP
CVE-2023-31141,opensearch-project@@OpenSearch,2.6.0,"VUDDY, AntMan",TP
CVE-2023-31141,opensearch-project@@OpenSearch,1.2.4,AntMan,TP
CVE-2023-31141,opensearch-project@@OpenSearch,2.4.0,AntMan,TP
CVE-2023-31141,opensearch-project@@OpenSearch,1.3.17,MVP,FP
CVE-2023-32310,dataease@@dataease,v1.11.0,AntMan,TP
CVE-2023-32310,dataease@@dataease,v1.18.21,"MVP, AntMan",FP
CVE-2023-32310,dataease@@dataease,v1.17.1,"VUDDY, AntMan",TP
CVE-2023-32310,dataease@@dataease,v1.14.0,AntMan,TP
CVE-2023-32310,dataease@@dataease,v1.3.0,"MVP, AntMan",TP
CVE-2023-32310,dataease@@dataease,v1.18.8,MVP,FP
CVE-2023-32310,dataease@@dataease,v1.7.0,AntMan,TP
CVE-2023-32310,dataease@@dataease,v1.18.5,"VUDDY, AntMan",TP
CVE-2023-32310,dataease@@dataease,v2.0.0,MVP,FP
CVE-2023-32310,dataease@@dataease,v1.0.0-rc1,AntMan,TP
CVE-2023-32731,grpc@@grpc-java,v1.32.0,"MVP, AntMan",TP
CVE-2023-32731,grpc@@grpc-java,v1.68.1,AntMan,FP
CVE-2023-32731,grpc@@grpc-java,v1.36.1,AntMan,TP
CVE-2023-32731,grpc@@grpc-java,v1.44.1,AntMan,TP
CVE-2023-32731,grpc@@grpc-java,v1.42.0,AntMan,TP
CVE-2023-32731,grpc@@grpc-java,v1.49.1,AntMan,TP
CVE-2023-32731,grpc@@grpc-java,v1.39.0,"MVP, AntMan",TP
CVE-2023-32731,grpc@@grpc-java,v1.34.1,AntMan,TP
CVE-2023-32731,grpc@@grpc-java,v1.47.0,AntMan,TP
CVE-2023-32731,grpc@@grpc-java,v1.52.0,AntMan,TP
CVE-2023-32731,grpc@@grpc-java,v1.30.0,,TP
CVE-2023-32731,grpc@@grpc-java,v1.27.0,,TP
CVE-2023-32732,grpc@@grpc-java,v1.42.0,"MVP, AntMan",TP
CVE-2023-32732,grpc@@grpc-java,v1.39.0,AntMan,TP
CVE-2023-32732,grpc@@grpc-java,v1.36.1,AntMan,TP
CVE-2023-32732,grpc@@grpc-java,v1.34.1,"MVP, AntMan",TP
CVE-2023-32732,grpc@@grpc-java,v1.52.0,"MVP, AntMan",TP
CVE-2023-32732,grpc@@grpc-java,v1.32.0,AntMan,TP
CVE-2023-32732,grpc@@grpc-java,v1.47.0,AntMan,TP
CVE-2023-32732,grpc@@grpc-java,v1.30.0,"MVP, AntMan",TP
CVE-2023-32732,grpc@@grpc-java,v1.65.1,MVP,FP
CVE-2023-32732,grpc@@grpc-java,v1.27.0,"MVP, AntMan",TP
CVE-2023-32732,grpc@@grpc-java,v1.49.1,MVP,TP
CVE-2023-32732,grpc@@grpc-java,v1.44.1,,TP
CVE-2023-34034,spring-projects@@spring-security,5.8.0-M1,AntMan,FP
CVE-2023-34034,spring-projects@@spring-security,5.4.10,"VUDDY, MVP, AntMan",FP
CVE-2023-34034,spring-projects@@spring-security,5.5.0-M2,"VUDDY, AntMan",FP
CVE-2023-34034,spring-projects@@spring-security,5.5.0,"VUDDY, MVP",FP
CVE-2023-34034,spring-projects@@spring-security,6.2.7,MVP,FP
CVE-2023-34034,spring-projects@@spring-security,5.6.0-M3,"VUDDY, AntMan",TP
CVE-2023-34034,spring-projects@@spring-security,5.8.0-M1,AntMan,TP
CVE-2023-34034,spring-projects@@spring-security,6.1.1,"MVP, AntMan",TP
CVE-2023-34034,spring-projects@@spring-security,6.0.2,"VUDDY, AntMan",TP
CVE-2023-34034,spring-projects@@spring-security,6.4.0-M1,MVP,FP
CVE-2023-34034,spring-projects@@spring-security,5.4.0,MVP,FP
CVE-2023-34034,spring-projects@@spring-security,5.4.0-M1,VUDDY,FP
CVE-2023-34034,spring-projects@@spring-security,5.4.0,VUDDY,FP
CVE-2023-34034,spring-projects@@spring-security,5.4.10,MVP,FP
CVE-2023-34034,spring-projects@@spring-security,5.7.0-M3,"MVP, AntMan",TP
CVE-2023-34034,spring-projects@@spring-security,5.7.0-M3,MVP,FP
CVE-2023-34034,spring-projects@@spring-security,5.7.5,MVP,TP
CVE-2023-34034,spring-projects@@spring-security,5.5.0-M2,MVP,FP
CVE-2023-34055,spring-projects@@spring-boot,v2.4.0-M4,AntMan,FP
CVE-2023-34055,spring-projects@@spring-boot,v2.7.17,AntMan,TP
CVE-2023-34055,spring-projects@@spring-boot,v3.2.10,MVP,FP
CVE-2023-34055,spring-projects@@spring-boot,v3.0.0-RC2,AntMan,TP
CVE-2023-34055,spring-projects@@spring-boot,v2.7.9,"MVP, AntMan",TP
CVE-2023-34055,spring-projects@@spring-boot,v2.7.13,,TP
CVE-2023-34462,netty@@netty,netty-4.1.98.Final,AntMan,FP
CVE-2023-34462,netty@@netty,netty-4.1.110.Final,AntMan,FP
CVE-2023-34462,netty@@netty,netty-4.1.94.Final,AntMan,FP
CVE-2023-34462,netty@@netty,netty-4.1.86.Final,AntMan,TP
CVE-2023-34462,netty@@netty,netty-4.1.55.Final,AntMan,TP
CVE-2023-34462,netty@@netty,netty-4.1.70.Final,AntMan,TP
CVE-2023-34462,netty@@netty,netty-4.1.49.Final,"VUDDY, AntMan",TP
CVE-2023-34462,netty@@netty,netty-4.1.66.Final,"VUDDY, AntMan",TP
CVE-2023-34462,netty@@netty,netty-4.1.60.Final,"VUDDY, MVP, AntMan",TP
CVE-2023-34462,netty@@netty,netty-4.1.90.Final,"VUDDY, AntMan",TP
CVE-2023-34462,netty@@netty,netty-4.1.80.Final,"VUDDY, AntMan",TP
CVE-2023-34462,netty@@netty,netty-4.1.52.Final,"MVP, AntMan",TP
CVE-2023-34462,netty@@netty,netty-4.2.0.RC1,MVP,FP
CVE-2023-34462,netty@@netty,netty-5.0.0.Alpha2,AntMan,TP
CVE-2023-34462,netty@@netty,netty-4.1.45.Final,,TP
CVE-2023-34462,netty@@netty,netty-4.1.74.Final,VUDDY,TP
CVE-2023-34602,jeecgboot@@JeecgBoot,v3.4.4,AntMan,TP
CVE-2023-34602,jeecgboot@@JeecgBoot,v3.5.0,VUDDY,TP
CVE-2023-35701,apache@@hive,rel/release-4.0.1,"MVP, AntMan",FP
CVE-2023-35701,apache@@hive,release-3.1.3-rc0,AntMan,TP
CVE-2023-35701,apache@@hive,rel_release-4.0.0-alpha-2,VUDDY,FP
CVE-2023-35701,apache@@hive,rel/release-4.0.0-alpha-2,AntMan,TP
CVE-2023-35701,apache@@hive,storage-release-2.7.3-rc0,"MVP, AntMan",TP
CVE-2023-35701,apache@@hive,release-2.3.8-rc0,AntMan,TP
CVE-2023-35701,apache@@hive,branch-3.1.2-rc0,AntMan,TP
CVE-2023-38905,jeecgboot@@JeecgBoot,v3.5.0,"VUDDY, MVP, AntMan",TP
CVE-2023-38905,jeecgboot@@JeecgBoot,v3.6.1,VUDDY,FP
CVE-2023-38905,jeecgboot@@JeecgBoot,v3.4.4,"MVP, AntMan",TP
CVE-2023-40167,jetty@@jetty.project,jetty-10.0.7,"VUDDY, AntMan",TP
CVE-2023-40167,jetty@@jetty.project,jetty-10.0.6,"MVP, AntMan",TP
CVE-2023-40167,jetty@@jetty.project,jetty-10.0.2,AntMan,TP
CVE-2023-40167,jetty@@jetty.project,jetty-12.0.10,MVP,FP
CVE-2023-40167,jetty@@jetty.project,jetty-10.0.8,"VUDDY, AntMan",TP
CVE-2023-40167,jetty@@jetty.project,jetty-10.0.13,"VUDDY, AntMan",TP
CVE-2023-40167,jetty@@jetty.project,jetty-12.0.7,MVP,FP
CVE-2023-40167,jetty@@jetty.project,jetty-10.0.10,"VUDDY, AntMan",TP
CVE-2023-40167,jetty@@jetty.project,jetty-11.0.0-alpha0,"VUDDY, MVP, AntMan",TP
CVE-2023-40167,jetty@@jetty.project,jetty-10.0.0,"MVP, AntMan",TP
CVE-2023-40167,jetty@@jetty.project,jetty-10.0.15,"VUDDY, AntMan",TP
CVE-2023-41329,wiremock@@wiremock,2.32.0,"VUDDY, AntMan",TP
CVE-2023-41329,wiremock@@wiremock,2.28.0,"MVP, AntMan",TP
CVE-2023-41329,wiremock@@wiremock,3.0.0-beta-13,"VUDDY, MVP, AntMan",TP
CVE-2023-41329,wiremock@@wiremock,3.3.0,MVP,FP
CVE-2023-41329,wiremock@@wiremock,2.34.0,"VUDDY, AntMan",TP
CVE-2023-41329,wiremock@@wiremock,3.4.0,MVP,FP
CVE-2023-41329,wiremock@@wiremock,3.0.0-beta-8,AntMan,TP
CVE-2023-41329,wiremock@@wiremock,2.26.0,"MVP, AntMan",TP
CVE-2023-41329,wiremock@@wiremock,3.0.0-beta-1,MVP,FP
CVE-2023-41329,wiremock@@wiremock,2.33.0,AntMan,TP
CVE-2023-41329,wiremock@@wiremock,3.0.0-beta-8,MVP,FP
CVE-2023-41329,wiremock@@wiremock,3.0.0-beta-1,"VUDDY, AntMan",TP
CVE-2023-41329,wiremock@@wiremock,2.27.0,AntMan,TP
CVE-2023-41329,wiremock@@wiremock,2.30.1,,TP
CVE-2023-41886,OpenRefine@@OpenRefine,3.6.0,AntMan,TP
CVE-2023-41886,OpenRefine@@OpenRefine,3.8.3,"MVP, AntMan",FP
CVE-2023-41886,OpenRefine@@OpenRefine,3.7.0,"VUDDY, MVP, AntMan",TP
CVE-2023-41886,OpenRefine@@OpenRefine,3.7.3,"VUDDY, AntMan",TP
CVE-2023-41886,OpenRefine@@OpenRefine,3.5.0,"VUDDY, MVP, AntMan",TP
CVE-2023-41887,OpenRefine@@OpenRefine,3.8.3,AntMan,FP
CVE-2023-41887,OpenRefine@@OpenRefine,3.5.0,AntMan,TP
CVE-2023-41887,OpenRefine@@OpenRefine,3.7.0,AntMan,TP
CVE-2023-41887,OpenRefine@@OpenRefine,3.7.3,AntMan,TP
CVE-2023-41887,OpenRefine@@OpenRefine,3.6.0,"MVP, AntMan",TP
CVE-2023-42809,redisson@@redisson,redisson-3.20.0,"VUDDY, AntMan",TP
CVE-2023-42809,redisson@@redisson,redisson-3.23.5,AntMan,FP
CVE-2023-42809,redisson@@redisson,redisson-3.22.0,AntMan,FP
CVE-2023-42809,redisson@@redisson,redisson-3.13.4,"VUDDY, MVP, AntMan",TP
CVE-2023-42809,redisson@@redisson,redisson-3.17.0,"MVP, AntMan",TP
CVE-2023-42809,redisson@@redisson,redisson-3.16.1,AntMan,TP
CVE-2023-42809,redisson@@redisson,redisson-3.16.4,AntMan,TP
CVE-2023-42809,redisson@@redisson,redisson-3.33.0,MVP,FP
CVE-2023-42809,redisson@@redisson,redisson-3.12.1,"MVP, AntMan",TP
CVE-2023-42809,redisson@@redisson,redisson-3.18.0,"VUDDY, MVP, AntMan",TP
CVE-2023-42809,redisson@@redisson,redisson-3.15.3,"VUDDY, AntMan",TP
CVE-2023-42809,redisson@@redisson,redisson-3.17.5,"VUDDY, MVP",TP
CVE-2023-42809,redisson@@redisson,redisson-3.14.1,MVP,TP
CVE-2023-42809,redisson@@redisson,redisson-3.38.0,MVP,FP
CVE-2023-42809,redisson@@redisson,redisson-3.13.0,"VUDDY, MVP",TP
CVE-2023-43123,apache@@storm,v2.6.0,"MVP, AntMan",FP
CVE-2023-43123,apache@@storm,v2.5.0,"VUDDY, AntMan",TP
CVE-2023-43123,apache@@storm,v2.3.1,"VUDDY, MVP, AntMan",TP
CVE-2023-43123,apache@@storm,v2.6.3,MVP,FP
CVE-2023-43123,apache@@storm,v2.2.0,"VUDDY, AntMan",TP
CVE-2023-43123,apache@@storm,v2.3.0,"VUDDY, MVP",TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.289.3,"MVP, AntMan",TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.263.2,"MVP, AntMan",TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.426.3-rc,"MVP, AntMan",FP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.319.3,AntMan,TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.346.1-rc,"MVP, AntMan",TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.375.4,AntMan,TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.222.4,AntMan,TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.401.2-rc,"VUDDY, AntMan",TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.303.3,AntMan,TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.204.2,"MVP, AntMan",TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.277.3,AntMan,TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.375.1,"VUDDY, AntMan",TP
CVE-2023-43496,jenkinsci@@jenkins,jenkins-2.249.1,AntMan,TP
CVE-2023-43496,jenkinsci@@jenkins,2.361.1-rc,AntMan,TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.375.1,"MVP, AntMan",TP
CVE-2023-43498,jenkinsci@@jenkins,2.361.1-rc,AntMan,TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.222.4,"MVP, AntMan",TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.303.3,AntMan,TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.346.1-rc,AntMan,TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.249.1,AntMan,TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.204.2,"MVP, AntMan",TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.319.3,"MVP, AntMan",TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.222.4,AntMan,TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.479.2-rc,MVP,FP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.277.3,"MVP, AntMan",TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.204.2,AntMan,TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.401.2-rc,AntMan,TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.289.3,AntMan,TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.263.2,"MVP, AntMan",TP
CVE-2023-43498,jenkinsci@@jenkins,jenkins-2.375.4,,TP
CVE-2023-44487,netty@@netty,netty-4.1.70.Final,AntMan,TP
CVE-2023-44487,netty@@netty,netty-4.1.74.Final,"VUDDY, MVP, AntMan",TP
CVE-2023-44487,netty@@netty,netty-4.1.86.Final,"VUDDY, MVP, AntMan",TP
CVE-2023-44487,netty@@netty,netty-4.1.94.Final,"VUDDY, MVP, AntMan",TP
CVE-2023-44487,netty@@netty,netty-4.1.45.Final,"VUDDY, AntMan",TP
CVE-2023-44487,netty@@netty,netty-4.1.66.Final,"VUDDY, AntMan",TP
CVE-2023-44487,netty@@netty,netty-4.1.52.Final,"VUDDY, AntMan",TP
CVE-2023-44487,netty@@netty,netty-4.1.110.Final,MVP,FP
CVE-2023-44487,netty@@netty,netty-5.0.0.Alpha2,"VUDDY, AntMan",TP
CVE-2023-44487,netty@@netty,netty-4.1.80.Final,"VUDDY, MVP, AntMan",TP
CVE-2023-44487,netty@@netty,netty-4.1.90.Final,"VUDDY, AntMan",TP
CVE-2023-44487,netty@@netty,netty-4.1.60.Final,AntMan,TP
CVE-2023-44487,netty@@netty,netty-4.1.55.Final,"VUDDY, MVP, AntMan",TP
CVE-2023-44487,netty@@netty,netty-4.1.49.Final,MVP,TP
CVE-2023-44487,netty@@netty,netty-4.1.98.Final,"VUDDY, MVP",TP
CVE-2023-45859,hazelcast@@hazelcast,v4.1.2,"VUDDY, MVP, AntMan",TP
CVE-2023-45859,hazelcast@@hazelcast,v4.1.6,AntMan,FP
CVE-2023-45859,hazelcast@@hazelcast,v4.2.7,AntMan,FP
CVE-2023-45859,hazelcast@@hazelcast,v5.1.2,AntMan,TP
CVE-2023-45859,hazelcast@@hazelcast,v3.12.11,AntMan,TP
CVE-2023-45859,hazelcast@@hazelcast,v5.3.2,"VUDDY, MVP, AntMan",TP
CVE-2023-45859,hazelcast@@hazelcast,v4.2.7,"MVP, AntMan",TP
CVE-2023-45859,hazelcast@@hazelcast,v5.1.4,"VUDDY, AntMan",TP
CVE-2023-45859,hazelcast@@hazelcast,v3.12.5-dominos,"VUDDY, AntMan",TP
CVE-2023-45859,hazelcast@@hazelcast,v4.0.1,MVP,FP
CVE-2023-45859,hazelcast@@hazelcast,v5.1.4,MVP,FP
CVE-2023-45859,hazelcast@@hazelcast,v4.0.6,"VUDDY, MVP, AntMan",TP
CVE-2023-45859,hazelcast@@hazelcast,v5.1.6,"VUDDY, MVP, AntMan",TP
CVE-2023-45859,hazelcast@@hazelcast,v4.0.1,"VUDDY, MVP, AntMan",TP
CVE-2023-45859,hazelcast@@hazelcast,v4.1.4,"MVP, AntMan",TP
CVE-2023-45859,hazelcast@@hazelcast,v3.12.9,"MVP, AntMan",TP
CVE-2023-45859,hazelcast@@hazelcast,v4.1.6,"VUDDY, MVP",TP
CVE-2023-46243,facebook@@fresco,v2.2.0,"VUDDY, MVP, AntMan",FP
CVE-2023-46243,netty@@netty,netty-4.1.55.Final,"VUDDY, AntMan",FP
CVE-2023-46243,netty@@netty,netty-4.1.80.Final,"VUDDY, MVP, AntMan",FP
CVE-2023-46243,facebook@@fresco,v2.3.0,"VUDDY, AntMan",FP
CVE-2023-46243,netty@@netty,netty-4.1.66.Final,"VUDDY, MVP, AntMan",FP
CVE-2023-46243,netty@@netty,netty-4.1.70.Final,"VUDDY, MVP, AntMan",FP
CVE-2023-46243,facebook@@fresco,v2.6.0,VUDDY,FP
CVE-2023-46243,netty@@netty,netty-4.1.105.Final,VUDDY,FP
CVE-2023-46243,facebook@@fresco,v3.3.0,VUDDY,FP
CVE-2023-46243,apache@@hbase,rel_3.0.0-alpha-1,"VUDDY, MVP",FP
CVE-2023-46243,facebook@@fresco,v3.2.0,VUDDY,FP
CVE-2023-46243,netty@@netty,netty-4.1.86.Final,"VUDDY, MVP",FP
CVE-2023-46243,netty@@netty,netty-4.1.52.Final,VUDDY,FP
CVE-2023-46243,netty@@netty,netty-4.1.49.Final,VUDDY,FP
CVE-2023-46243,netty@@netty,netty-4.1.74.Final,VUDDY,FP
CVE-2023-46243,netty@@netty,netty-4.2.0.Alpha3,VUDDY,FP
CVE-2023-46243,apache@@hbase,rel_2.5.0,"VUDDY, MVP",FP
CVE-2023-46243,apache@@hbase,3.0.0-alpha-2RC0,VUDDY,FP
CVE-2023-46243,netty@@netty,netty-4.1.98.Final,VUDDY,FP
CVE-2023-46243,netty@@netty,netty-4.1.94.Final,"VUDDY, MVP",FP
CVE-2023-46243,facebook@@fresco,v3.1.0,VUDDY,FP
CVE-2023-46243,netty@@netty,netty-4.2.0.RC1,VUDDY,FP
CVE-2023-46243,netty@@netty,netty-4.1.110.Final,"VUDDY, MVP",FP
CVE-2023-46243,netty@@netty,netty-4.1.60.Final,VUDDY,FP
CVE-2023-46243,netty@@netty,netty-4.1.90.Final,VUDDY,FP
CVE-2023-46243,facebook@@fresco,v3.0.0,VUDDY,FP
CVE-2023-46243,netty@@netty,netty-4.1.45.Final,VUDDY,FP
CVE-2023-46243,facebook@@fresco,v2.4.0,VUDDY,FP
CVE-2023-46243,facebook@@fresco,v2.5.0,VUDDY,FP
CVE-2023-46589,apache@@tomcat,10.1.0-M5,AntMan,FP
CVE-2023-46589,apache@@tomcat,11.0.0-M2,"MVP, AntMan",FP
CVE-2023-46589,apache@@tomcat,10.1.0-M9,"MVP, AntMan",FP
CVE-2023-46589,apache@@tomcat,11.0.0,"MVP, AntMan",TP
CVE-2023-46589,apache@@tomcat,11.0.0,"MVP, AntMan",TP
CVE-2023-46589,apache@@tomcat,11.0.0,AntMan,TP
CVE-2023-46589,apache@@tomcat,10.1.0-M9,"VUDDY, AntMan",TP
CVE-2023-46589,apache@@tomcat,11.0.0-M2,AntMan,TP
CVE-2023-46589,apache@@tomcat,11.0.0,AntMan,TP
CVE-2023-46589,apache@@tomcat,10.1.0-M15,"MVP, AntMan",TP
CVE-2023-46589,apache@@tomcat,11.0.0,"MVP, AntMan",TP
CVE-2023-46589,apache@@tomcat,11.0.0,"MVP, AntMan",TP
CVE-2023-46589,apache@@tomcat,10.1.0-M5,AntMan,TP
CVE-2023-46589,apache@@tomcat,10.1.0-M18,AntMan,TP
CVE-2023-46589,apache@@tomcat,11.0.0-M10,"MVP, AntMan",TP
CVE-2023-46589,apache@@tomcat,11.0.0,"MVP, AntMan",TP
CVE-2023-46589,apache@@tomcat,10.0.0.0-M1,MVP,FP
CVE-2023-46589,apache@@tomcat,11.0.0,"MVP, AntMan",TP
CVE-2023-46589,apache@@tomcat,11.0.0-M21,MVP,FP
CVE-2023-46589,apache@@tomcat,10.0.6,"VUDDY, MVP",FP
CVE-2023-46589,apache@@tomcat,10.0.0-M5,MVP,FP
CVE-2023-46589,apache@@tomcat,10.0.0-M8,VUDDY,FP
CVE-2023-46589,apache@@tomcat,10.0.0-M5,VUDDY,FP
CVE-2023-46589,apache@@tomcat,11.0.0-M5,"VUDDY, MVP, AntMan",TP
CVE-2023-46589,apache@@tomcat,10.0.1,VUDDY,FP
CVE-2023-46589,apache@@tomcat,11.0.0,MVP,TP
CVE-2023-46589,apache@@tomcat,11.0.0,,TP
CVE-2023-46589,apache@@tomcat,10.0.0.0-M1,VUDDY,FP
CVE-2023-46673,opensearch-project@@OpenSearch,1.3.13,"VUDDY, MVP, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v7.17.2,AntMan,TP
CVE-2023-46673,elastic@@elasticsearch,v8.6.1,AntMan,TP
CVE-2023-46673,opensearch-project@@OpenSearch,2.12.0,"MVP, AntMan",TP
CVE-2023-46673,opensearch-project@@OpenSearch,2.4.0,"VUDDY, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v7.10.1,"VUDDY, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v8.3.1,"MVP, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v6.8.9,"VUDDY, MVP, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v7.9.0,AntMan,TP
CVE-2023-46673,elastic@@elasticsearch,v8.9.1,AntMan,TP
CVE-2023-46673,elastic@@elasticsearch,v6.8.15,"MVP, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v8.7.1,"VUDDY, MVP, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v7.14.2,"VUDDY, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v7.5.2,"VUDDY, AntMan",TP
CVE-2023-46673,opensearch-project@@OpenSearch,1.3.17,"VUDDY, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v7.13.2,"VUDDY, MVP, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v7.16.2,"VUDDY, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v7.17.24,MVP,FP
CVE-2023-46673,opensearch-project@@OpenSearch,2.0.0-rc1,"MVP, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v7.17.7,"VUDDY, AntMan",TP
CVE-2023-46673,elastic@@elasticsearch,v8.12.2,MVP,FP
CVE-2023-46673,opensearch-project@@OpenSearch,2.8.0,"VUDDY, AntMan",TP
CVE-2023-46673,opensearch-project@@OpenSearch,2.17.0,"MVP, AntMan",TP
CVE-2023-46673,opensearch-project@@OpenSearch,1.0.0-alpha1,"VUDDY, MVP, AntMan",TP
CVE-2023-46673,opensearch-project@@OpenSearch,1.2.4,,TP
CVE-2023-46673,opensearch-project@@OpenSearch,2.6.0,VUDDY,TP
CVE-2023-46673,opensearch-project@@OpenSearch,2.2.0,VUDDY,TP
CVE-2023-46673,opensearch-project@@OpenSearch,1.1.0,"VUDDY, MVP",TP
CVE-2023-48795,JetBrains@@intellij-community,idea_201.8743.12,"VUDDY, MVP",FP
CVE-2023-48795,JetBrains@@intellij-community,idea_201.7223.18,"VUDDY, MVP",FP
CVE-2023-48795,JetBrains@@intellij-community,idea_193.6015.22,"VUDDY, MVP",FP
CVE-2023-49068,apache@@dolphinscheduler,3.0.0,"MVP, AntMan",TP
CVE-2023-49068,apache@@dolphinscheduler,3.1.7,"MVP, AntMan",TP
CVE-2023-49068,apache@@dolphinscheduler,2.0.1,"MVP, AntMan",TP
CVE-2023-49068,apache@@dolphinscheduler,3.0.0,AntMan,TP
CVE-2023-49068,apache@@dolphinscheduler,1.3.8,"MVP, AntMan",TP
CVE-2023-49068,apache@@dolphinscheduler,3.1.4,"MVP, AntMan",TP
